,100 Bytes,500 Bytes,1000 Bytes,2000 Bytes,3000 Bytes,4000 Bytes,5000 Bytes,6000 Bytes,7000 Bytes
723,5.794,6.887,7.055,7.206,6.512,8.132,9.529,8.181,8.96
724,6.858,6.839,7.011,7.169,7.251,8.002,9.565,9.153,8.839
725,6.73,5.83,6.017,6.23,7.209,9.029,8.629,9.203,9.721
726,6.783,5.896,6.028,6.171,6.227,9.142,9.642,8.155,9.672
727,5.793,6.896,7.008,7.191,6.223,8.113,9.611,8.16,8.85
728,5.745,6.895,6.972,7.209,6.238,7.992,8.547,8.164,8.785
729,6.808,6.905,6.987,7.168,7.275,7.9,8.666,9.136,8.789
730,6.773,5.941,6.001,6.148,7.227,8.834,9.568,9.144,9.73
731,6.731,5.945,5.988,6.135,6.466,8.797,9.148,8.247,10.086
732,5.707,6.905,7.083,6.155,6.627,7.829,8.584,8.113,8.728
733,5.701,6.918,7.062,7.183,6.479,7.854,8.617,9.205,8.721
734,7.434,6.875,7.01,7.258,7.688,8.854,9.677,9.204,8.752
735,6.747,5.842,6.059,6.141,7.679,8.928,9.676,8.206,9.753
736,6.725,5.92,5.991,6.202,8.623,8.989,8.583,8.239,9.703
737,5.725,5.898,7.529,6.28,6.491,7.923,8.192,8.233,8.717
738,5.677,6.915,7.11,6.397,6.53,7.817,8.135,9.148,8.738
739,5.711,6.968,7.034,7.276,7.386,8.944,9.175,9.223,8.787
740,6.694,5.889,6.018,6.253,7.589,8.976,9.045,10.224,9.847
741,6.696,5.892,5.91,6.238,7.485,9.148,8.129,8.177,9.801
742,5.686,5.91,5.944,6.24,6.618,8.104,9.04,8.186,8.729
743,5.712,6.909,6.883,7.487,6.597,8.234,9.115,9.235,8.808
744,5.712,6.91,6.851,7.495,7.616,9.554,8.034,9.235,8.731
745,6.736,5.851,5.818,6.287,7.503,9.262,8.005,9.301,9.71
746,6.74,5.884,5.852,6.254,7.613,9.36,9.058,8.23,9.744
747,5.716,5.914,5.879,6.213,6.468,8.277,9.289,8.252,8.712
748,5.696,6.895,6.907,7.528,6.485,8.52,8.317,9.281,8.752
749,5.689,6.892,6.863,7.271,7.58,9.565,8.654,9.552,8.831
750,6.714,5.863,5.918,6.256,7.531,9.255,9.304,9.516,9.738
751,6.714,5.828,5.971,6.249,7.6,8.098,9.314,8.528,9.463
752,5.692,5.812,6.05,6.255,6.22,8.103,9.631,8.296,9.725
753,5.704,6.828,7.068,7.524,6.231,9.12,8.621,9.239,8.76
754,5.725,6.809,7.028,7.192,7.275,9.217,8.253,9.306,8.743
755,6.752,5.803,6.046,7.23,7.265,8.151,9.241,9.298,9.526
756,6.746,5.877,6.013,6.189,7.267,8.512,9.144,8.7,9.925
757,6.698,5.88,5.931,6.168,6.459,8.158,8.018,8.791,10.037
758,5.698,6.805,7.057,7.184,6.224,9.579,8.153,9.795,8.957
759,5.818,6.918,7.053,7.209,6.116,8.15,8.21,9.78,8.924
760,6.785,6.893,5.998,7.238,7.269,8.532,9.12,9.783,9.932
761,6.757,5.917,5.904,6.19,7.29,9.31,8.012,8.822,10.015
762,6.764,5.85,6.026,6.184,6.258,9.36,8.018,8.789,9.925
763,5.796,6.852,7.007,7.258,6.271,8.072,8.009,8.678,8.864
764,5.745,6.852,6.958,7.266,6.275,8.009,8.979,9.777,8.965
765,6.754,6.879,6.999,7.917,7.098,8.098,7.986,9.643,10.026
766,6.759,5.875,5.954,6.457,7.486,9.04,8.037,8.77,10.239
767,6.76,5.878,5.94,6.335,6.616,9.027,9.087,8.809,10.668
768,5.771,7.536,6.981,7.226,6.46,8.015,9.028,8.355,8.859
769,5.819,6.854,6.953,7.509,6.444,8.098,8.025,9.477,8.96
770,6.796,6.812,6.94,7.494,7.708,9.26,7.998,9.423,10.017
771,6.721,5.867,5.9,6.23,7.693,9.292,8.029,8.382,10.06
772,6.747,5.804,5.77,6.233,6.737,9.236,9.031,8.385,10.025
773,5.787,6.782,6.846,7.259,6.624,8.214,10.055,8.327,9.031
774,5.752,6.812,6.888,7.661,6.47,8.264,8.105,9.226,9.022
775,6.772,6.802,6.851,7.229,7.427,9.23,7.973,8.621,9.039
776,6.751,5.848,5.821,6.279,7.387,9.284,9.09,8.588,10.106
777,6.743,5.85,5.886,6.177,6.64,9.214,9.014,9.33,9.059
778,5.773,6.893,6.966,6.475,6.469,8.522,9.041,9.317,10.12
779,5.786,6.925,6.98,7.643,6.509,9.25,8.085,8.421,10.075
780,5.766,6.904,7.001,7.62,7.283,9.214,8.139,8.503,8.999
781,6.758,5.923,5.976,6.422,7.498,9.184,9.045,8.633,8.957
782,6.765,5.988,6.064,6.399,7.533,7.977,9.105,9.227,10.049
783,5.704,5.932,7.024,6.29,6.479,7.988,9.144,9.8,10.032
784,5.675,6.863,6.962,7.628,6.593,9.082,7.959,9.857,9.059
785,5.684,6.864,6.967,7.325,7.555,9.263,9.082,8.93,9.027
786,6.702,5.873,5.974,6.155,7.605,9.248,9.009,9.831,9.163
787,6.795,5.931,6.015,6.193,7.505,8.531,8.996,9.885,10.748
788,5.677,5.896,6.015,6.083,6.274,8.018,8.109,9.809,10.028
789,5.396,6.945,7.004,7.286,6.487,9.079,9.126,8.625,8.905
790,5.695,6.974,7.011,7.402,7.518,9.16,9.027,9.408,8.888
791,6.753,5.916,5.989,6.258,7.488,9.176,8.0,9.753,9.974
792,6.755,5.924,5.823,6.275,7.581,8.23,9.207,9.777,9.836
793,5.753,5.875,5.991,6.267,6.683,8.564,9.053,8.777,10.003
794,5.784,6.881,6.998,7.499,6.826,8.293,8.054,8.638,8.969
795,5.751,6.908,7.033,7.68,7.452,9.546,8.04,9.742,9.019
796,6.728,5.869,5.994,7.15,7.701,9.294,8.019,9.742,10.057
797,6.735,5.877,6.022,6.05,7.71,8.272,8.976,9.778,10.091
798,7.686,5.836,6.082,6.203,6.32,8.21,8.995,8.652,9.08
799,5.776,6.906,6.92,7.274,6.35,9.161,8.105,8.406,9.198
800,5.758,6.877,7.187,7.27,7.321,9.063,8.113,9.66,10.077
801,6.749,6.881,6.068,7.226,7.374,8.036,8.168,9.593,10.187
802,6.776,5.849,6.146,6.154,7.332,7.989,9.683,9.651,9.216
803,6.756,5.861,6.086,6.154,6.631,9.032,8.611,8.698,9.145
804,5.728,6.834,7.124,7.175,6.653,9.12,8.542,8.257,10.188
805,5.786,6.855,7.065,7.303,6.386,8.113,8.573,8.311,10.224
806,6.8,6.88,7.039,7.512,7.592,8.284,9.183,9.516,10.208
807,6.781,5.873,6.092,6.234,7.705,8.224,8.187,9.631,9.273
808,6.721,5.856,6.094,9.753,6.62,9.2,8.093,8.502,9.302
809,5.763,6.905,7.029,7.543,6.648,9.026,9.087,8.504,9.276
810,5.809,6.844,7.072,7.52,6.619,9.956,9.081,9.455,10.37
811,6.745,6.798,7.023,7.521,8.659,8.012,8.067,8.543,8.939
812,6.788,6.747,6.168,6.203,7.599,9.025,8.052,8.621,9.093
813,6.761,5.726,6.086,6.198,6.274,9.001,9.156,8.614,9.037
814,5.756,6.799,7.123,7.191,6.319,8.906,9.252,9.336,10.097
815,5.804,6.806,7.104,7.254,6.509,7.815,9.556,8.131,9.924
816,6.732,6.838,7.088,7.178,7.273,7.839,8.187,8.495,8.892
817,6.72,5.824,6.101,6.205,7.285,8.988,9.664,8.134,8.878
818,6.721,5.791,6.114,6.272,6.911,8.956,9.615,9.37,8.892
819,5.729,6.848,7.037,6.244,6.45,9.001,9.666,9.449,9.961
820,5.733,6.786,7.012,7.261,6.392,7.957,8.712,9.46,9.001
821,5.712,6.795,6.923,7.207,7.554,7.898,8.609,8.56,8.956
822,6.759,5.779,5.938,6.233,7.585,8.905,9.626,8.557,10.005
823,6.787,5.772,5.978,6.235,7.737,9.011,9.699,9.436,10.288
824,5.798,5.8,6.997,6.231,6.647,8.887,8.307,9.244,11.006
825,5.777,6.778,6.939,7.338,6.63,7.928,8.533,9.445,9.251
826,5.751,6.818,7.006,7.305,7.583,8.007,9.193,8.265,9.293
827,6.704,5.838,5.995,6.292,7.225,9.144,9.151,9.314,10.092
828,6.714,5.808,6.013,6.32,7.237,9.323,8.185,9.494,10.076
829,5.76,5.829,6.011,6.519,6.24,9.569,8.283,9.666,10.22
830,5.708,6.818,7.021,7.242,6.331,8.307,9.053,8.574,9.194
831,5.694,6.81,7.0,7.545,7.253,8.303,9.156,8.707,9.215
832,6.688,5.817,6.081,6.167,7.251,8.1,8.012,9.529,10.275
833,6.704,5.872,6.053,6.187,7.185,9.272,8.191,9.365,8.996
834,5.699,5.88,6.032,6.173,7.283,9.15,8.193,8.019,8.962
835,5.701,6.848,6.968,7.491,6.277,8.071,9.162,7.973,10.053
836,5.782,6.826,6.999,7.617,7.211,8.056,9.25,9.007,10.091
837,6.813,5.892,5.951,8.29,7.222,9.021,8.234,9.024,9.043
838,6.803,5.903,6.049,6.28,7.197,7.977,8.299,9.217,9.849
839,5.775,5.951,5.925,6.218,6.208,8.081,8.293,8.247,9.912
840,5.788,6.964,6.926,7.26,6.262,8.245,9.566,8.261,9.102
841,5.759,6.881,6.862,7.272,7.236,9.557,9.562,9.2,9.045
842,6.721,7.875,5.912,7.285,7.305,8.3,8.644,9.425,10.128
843,6.828,5.91,5.879,6.261,7.311,8.316,8.712,8.317,10.564
844,6.849,5.829,5.885,6.244,6.304,9.325,8.557,8.318,8.963
845,5.753,6.855,6.853,7.58,6.317,9.109,9.045,8.318,8.939
846,5.722,6.937,6.886,7.51,6.301,8.227,9.081,9.136,9.072
847,6.771,6.938,7.854,7.193,7.322,7.986,8.044,8.326,10.091
848,6.719,5.879,5.877,6.056,7.402,9.242,9.014,9.056,9.883
849,6.801,5.872,5.843,6.088,6.378,9.118,8.99,9.016,9.181
850,5.685,6.941,6.874,7.132,6.306,9.52,9.029,7.958,9.065
851,5.731,6.905,6.86,7.175,6.288,8.549,8.067,7.913,10.056
852,6.727,6.806,6.879,7.173,7.154,8.281,8.066,8.902,10.167
853,6.694,5.827,5.94,6.182,7.191,9.293,9.116,9.185,8.93
854,6.727,5.884,5.864,6.208,6.216,9.245,8.072,10.17,9.181
855,5.766,6.88,6.868,7.312,6.212,9.286,8.035,9.034,9.023
856,5.766,6.845,6.894,7.476,6.202,8.552,9.041,8.275,9.862
857,7.417,6.849,6.879,7.486,7.231,8.556,9.007,9.195,10.069
858,6.77,5.931,6.012,6.288,7.167,9.317,9.017,9.124,8.984
859,6.716,5.133,6.032,6.233,6.204,9.034,8.24,8.888,8.8
860,5.785,7.466,7.77,6.224,6.221,8.95,9.293,8.126,8.861
861,5.771,6.876,7.011,7.322,6.246,7.92,9.239,8.131,9.829
862,6.781,6.933,7.154,7.519,7.378,7.995,9.563,9.859,10.005
863,6.809,5.878,6.018,6.237,7.352,9.047,8.353,9.828,9.885
864,6.834,5.915,5.957,6.231,8.22,9.103,8.569,8.711,8.839
865,5.784,5.934,6.939,6.226,6.154,9.185,8.648,8.734,8.876
866,5.779,6.983,6.942,7.271,6.186,8.932,9.644,9.397,9.882
867,5.781,6.97,6.994,7.279,7.307,9.006,9.632,9.139,9.813
868,6.761,5.908,6.0,6.316,7.29,8.114,8.563,9.177,9.813
869,6.756,5.882,5.98,6.174,7.374,8.199,8.571,8.095,8.823
870,5.73,5.861,6.002,6.089,6.408,8.071,8.611,9.048,8.79
871,5.717,6.827,6.951,7.197,6.371,8.924,9.569,9.276,9.793
872,5.658,6.831,7.006,7.217,7.559,9.011,8.597,9.63,9.821
873,6.736,5.853,5.996,6.196,7.629,8.131,8.704,8.029,9.779
874,6.763,5.819,5.953,6.194,7.718,8.005,9.677,9.426,8.928
875,5.754,5.767,5.989,6.225,6.463,7.969,9.63,9.412,9.009
876,5.75,6.767,6.958,7.259,6.487,8.958,8.381,8.389,9.949
877,5.809,6.744,6.975,7.254,7.215,8.877,8.672,8.277,9.931
878,6.743,5.778,6.088,6.276,7.215,7.859,9.326,8.372,10.147
879,6.761,5.842,5.997,6.21,7.361,7.835,9.334,9.53,9.077
880,5.795,5.802,5.967,6.245,6.393,7.855,10.662,9.501,8.818
881,5.774,6.794,6.866,7.613,6.35,8.897,8.562,8.631,9.763
882,5.782,6.821,6.904,7.483,7.329,9.289,8.561,8.203,9.797
883,6.81,5.885,6.049,7.514,7.301,8.136,9.562,8.511,9.858
884,6.797,5.916,6.064,6.239,7.311,8.017,9.649,9.182,9.048
885,6.7,5.807,6.022,6.291,6.27,8.243,9.725,9.566,9.022
886,5.695,6.891,7.035,7.548,6.343,9.026,,8.485,8.978
887,5.682,6.936,7.011,7.55,6.335,9.229,,8.52,10.022
888,6.668,6.94,6.04,7.767,7.311,9.53,,8.466,10.032
889,6.716,6.181,6.003,6.347,7.636,8.248,,9.287,9.091
890,6.679,6.088,5.944,6.322,6.63,8.327,,9.531,
891,5.628,6.987,6.99,7.347,6.661,9.216,,8.639,
892,5.645,6.979,6.955,7.359,6.619,8.985,,8.663,
893,6.703,6.984,6.904,7.366,7.687,9.157,,8.583,
894,6.695,6.007,5.917,6.355,7.782,8.526,,9.547,
895,6.697,5.996,5.946,6.245,6.818,9.53,,9.4,
896,5.754,6.981,6.965,7.512,6.538,9.234,,9.562,
897,5.706,6.977,6.904,7.502,6.465,9.149,,8.389,
898,6.707,6.927,6.94,7.768,7.266,8.068,,8.23,
899,6.739,5.925,5.925,6.215,7.305,8.988,,9.32,
900,6.705,5.882,5.971,6.224,6.403,9.207,,9.213,
901,5.693,6.904,6.932,7.67,6.403,9.157,,9.255,
902,5.74,6.883,7.09,7.245,6.598,8.303,,8.181,
903,6.82,6.819,7.032,7.266,7.594,8.24,,8.049,
904,6.786,5.878,6.08,6.257,7.613,9.223,,9.049,
905,6.755,5.844,6.009,6.461,6.601,9.55,,9.065,
906,5.757,6.891,7.024,6.478,6.597,9.252,,8.889,
907,5.715,6.92,7.023,7.618,6.635,8.283,,8.109,
908,5.734,6.835,7.01,7.497,7.369,7.993,,8.109,
909,6.82,5.889,6.022,6.317,7.669,9.217,,9.244,
910,6.755,5.856,6.016,6.265,7.596,9.311,,9.231,
911,5.725,5.874,6.992,6.289,6.653,8.315,,9.263,
912,5.761,6.827,6.998,7.676,6.383,7.938,,8.217,
913,5.679,6.798,7.038,7.286,7.415,7.894,,8.19,
914,6.717,5.847,6.009,6.22,7.492,8.897,,9.205,
915,6.773,5.854,6.042,6.224,7.737,8.851,,,
916,5.764,5.857,5.965,6.216,6.266,7.824,,,
917,5.778,6.873,6.98,7.262,6.532,7.841,,,
918,5.759,6.827,7.054,7.304,7.576,8.887,,,
919,6.759,5.93,6.014,6.266,7.495,8.819,,,
920,6.821,5.93,6.043,6.25,7.489,7.876,,,
921,5.771,5.852,5.992,6.234,6.512,7.851,,,
922,5.759,6.917,5.958,7.495,6.52,7.904,,,
923,5.811,6.837,6.918,7.211,7.613,9.004,,,
924,6.802,5.83,5.858,7.192,7.637,8.931,,,
925,6.719,5.799,5.866,6.307,7.624,10.083,,,
926,7.663,5.813,5.868,6.348,6.268,8.193,,,
927,5.704,6.817,6.873,7.41,6.484,8.526,,,
928,5.68,6.801,6.852,7.575,7.494,9.292,,,
929,6.75,6.851,5.845,7.229,7.644,9.182,,,
930,6.731,5.873,5.881,6.204,7.554,8.098,,,
931,6.703,5.866,5.862,6.21,6.541,8.229,,,
932,5.693,6.867,6.888,7.247,6.548,9.283,,,
933,5.666,6.84,6.877,7.217,6.385,,,,
934,6.683,6.825,6.863,7.256,7.827,,,,
935,6.696,5.85,5.876,6.155,7.693,,,,
936,6.663,5.842,5.928,6.131,6.744,,,,
937,5.678,6.893,6.898,7.145,6.5,,,,
938,5.706,6.865,7.039,7.134,7.173,,,,
939,6.851,6.917,7.013,7.15,7.576,,,,
940,6.699,5.842,5.909,5.995,7.716,,,,
941,6.691,5.808,5.907,6.051,6.659,,,,
942,5.7,6.797,6.894,7.114,6.376,,,,
943,5.793,6.85,6.947,7.429,6.373,,,,
944,6.778,6.803,6.901,7.117,7.609,,,,
945,6.708,5.799,5.901,6.126,7.375,,,,
946,6.693,5.837,5.952,6.151,6.715,,,,
947,5.689,6.869,6.995,6.079,6.644,,,,
948,5.713,6.874,7.005,7.277,6.534,,,,
949,5.728,6.928,6.994,7.214,7.5,,,,
950,6.788,5.859,5.992,6.172,7.567,,,,
951,6.78,5.859,5.992,6.171,7.602,,,,
952,5.768,5.807,7.842,6.224,6.526,,,,
953,5.778,6.834,6.967,7.246,6.526,,,,
954,5.779,6.881,6.876,7.265,7.653,,,,
955,6.73,5.877,5.88,6.281,7.571,,,,
956,6.736,5.807,5.901,6.29,7.548,,,,
957,5.745,5.804,5.918,6.269,6.486,,,,
958,5.768,6.814,7.011,7.264,6.255,,,,
959,5.776,6.874,6.946,7.553,7.248,,,,
960,6.788,5.934,5.962,6.175,7.291,,,,
961,6.777,5.88,5.911,6.206,7.493,,,,
962,5.761,5.909,5.921,6.205,6.546,,,,
963,5.759,6.9,6.96,7.173,6.786,,,,
964,5.805,6.862,6.915,7.187,7.751,,,,
965,6.778,5.876,5.886,8.294,7.689,,,,
966,6.749,5.897,5.942,6.248,7.409,,,,
967,5.768,5.973,5.99,6.242,6.66,,,,
968,5.804,6.878,6.923,7.241,7.064,,,,
969,5.798,6.888,6.983,7.286,7.443,,,,
970,6.76,7.825,5.993,7.243,7.362,,,,
971,6.783,5.791,5.982,6.225,7.353,,,,
972,6.721,5.794,6.058,6.257,6.36,,,,
973,5.785,6.792,6.986,7.269,6.417,,,,
974,5.755,6.809,7.005,7.216,6.527,,,,
975,6.747,6.786,7.974,7.25,7.695,,,,
976,6.776,5.757,6.011,6.201,7.532,,,,
977,6.717,5.787,6.014,6.216,6.274,,,,
978,5.762,6.8,7.11,7.489,6.604,,,,
979,5.662,6.878,6.947,7.262,6.498,,,,
980,7.361,6.87,6.958,7.248,7.572,,,,
981,6.67,5.885,5.969,6.19,7.556,,,,
982,6.733,5.876,5.652,6.227,6.599,,,,
983,5.761,7.447,6.93,7.289,6.497,,,,
984,5.795,6.82,6.954,7.482,6.513,,,,
985,6.751,6.87,6.882,7.55,7.535,,,,
986,6.774,5.923,5.958,6.436,7.543,,,,
987,6.799,5.933,5.965,6.199,6.665,,,,
988,5.748,6.96,6.939,6.252,6.634,,,,
989,5.771,6.941,6.882,7.64,6.778,,,,
990,6.815,6.858,6.895,7.611,7.767,,,,
991,6.739,5.892,5.823,6.23,7.752,,,,
992,6.753,5.876,5.852,6.209,8.726,,,,
993,5.812,5.83,6.891,6.225,6.735,,,,
994,5.777,6.821,6.856,7.262,6.806,,,,
995,5.735,6.912,6.886,7.257,7.675,,,,
996,6.736,5.826,5.884,6.25,7.599,,,,
997,6.762,5.819,5.916,6.189,7.475,,,,
998,5.74,5.787,6.094,6.73,6.476,,,,
999,5.803,6.91,6.44,,7.15,,,,
